directory,candidate,condition,count,targetHits,targetFrequencyPct,medianPct,p10Pct,worstPct,lossFrequencyPct,worstDrawdownPct,unclosed,nonoverlapping_count,nonoverlapping_targetHits,nonoverlapping_targetFrequencyPct,nonoverlapping_medianPct,nonoverlapping_p10Pct,nonoverlapping_worstPct,nonoverlapping_lossFrequencyPct,nonoverlapping_worstDrawdownPct,nonoverlapping_unclosed
followup/ema-development,ema-20-60-0.3,recovery,10,0,0.0,-5.681970017249982,-9.743063493000001,-10.944143669999985,90.0,-12.028731209181764,0,7,0,0.0,-5.325396579499985,-6.944597567499973,-7.624930487499992,85.71428571428571,-11.03990848947155,0
followup/ema-development,ema-20-60-0.3,export_recovery,2,0,0.0,-7.057986387499977,-7.511541667499989,-7.624930487499992,100.0,-11.03990848947155,0,2,0,0.0,-7.057986387499977,-7.511541667499989,-7.624930487499992,100.0,-11.03990848947155,0
followup/ema-development,ema-20-60-1.0,all,46,2,4.3478260869565215,-6.8037489610000055,-10.603719320000003,-11.409641342499988,89.13043478260869,-11.409641342499988,0,14,0,0.0,-6.239476850000009,-10.64626965400002,-11.409641342499988,85.71428571428571,-11.409641342499988,0
followup/ema-development,ema-20-60-1.0,export_growth,12,2,16.666666666666664,-2.5179653720000026,-10.061137624249989,-11.409641342499988,66.66666666666666,-11.409641342499988,0,6,1,16.666666666666664,-5.029496361249997,-9.771717877499992,-11.409641342499988,66.66666666666666,-11.409641342499988,0
followup/ema-development,ema-20-60-1.0,recovery,10,0,0.0,-7.151049509750002,-8.572727186800003,-10.793911795000021,100.0,-11.360634210286257,0,7,0,0.0,-6.829242057500007,-9.197841365500006,-10.793911795000021,100.0,-11.25694336004054,0
followup/ema-development,ema-20-60-1.0,export_recovery,2,0,0.0,-7.862478067499995,-8.079531143499995,-8.133794412499995,100.0,-11.25694336004054,0,2,0,0.0,-7.862478067499995,-8.079531143499995,-8.133794412499995,100.0,-11.25694336004054,0
followup/ema-development,ema-5-20-0.3,all,46,2,4.3478260869565215,-4.632162131249995,-10.90217992125,-11.726186484999989,78.26086956521739,-11.982659961069576,0,14,1,7.142857142857142,-4.76925233499998,-10.615162504299992,-11.696395027500007,92.85714285714286,-11.696395027500007,0
followup/ema-development,ema-5-20-0.3,export_growth,12,1,8.333333333333332,-2.751595709999999,-10.572451308899993,-10.936482545000004,66.66666666666666,-11.982659961069576,0,6,0,0.0,-4.294436196250012,-10.510447480500007,-10.58795226599999,83.33333333333334,-11.982659961069576,0
followup/ema-development,ema-5-20-0.3,recovery,10,0,0.0,-4.76925233499998,-10.263679181999986,-10.432942695000024,90.0,-11.982659961069576,0,7,0,0.0,-2.9095541650000167,-10.320100352999999,-10.432942695000024,85.71428571428571,-11.982659961069576,0
followup/ema-development,ema-5-20-0.3,export_recovery,2,0,0.0,-6.671248430000021,-9.680603842000023,-10.432942695000024,100.0,-11.982659961069576,0,2,0,0.0,-6.671248430000021,-9.680603842000023,-10.432942695000024,100.0,-11.982659961069576,0
followup/ema-development,ema-5-20-1.0,all,46,2,4.3478260869565215,-3.6245235882499784,-9.339257024749998,-10.722557427499979,67.3913043478261,-12.474479935261707,0,14,0,0.0,-6.362084359999987,-9.167784598099992,-10.1616919875,85.71428571428571,-10.737191214244323,0
followup/ema-development,ema-5-20-1.0,export_growth,12,1,8.333333333333332,-2.548522196999997,-8.681995821750006,-9.475596177500012,58.333333333333336,-10.729372538062854,0,6,0,0.0,-6.215667641249989,-9.205647535000011,-9.475596177500012,83.33333333333334,-10.729372538062854,0
followup/ema-development,ema-5-20-1.0,recovery,10,0,0.0,-6.081182210000009,-7.778498424500011,-9.475596177500012,80.0,-10.729372538062854,0,7,0,0.0,-2.777966480000016,-7.468056864500008,-9.475596177500012,71.42857142857143,-10.729372538062854,0
followup/ema-development,ema-5-20-1.0,export_recovery,2,0,0.0,-7.754131637500011,-9.131303269500012,-9.475596177500012,100.0,-10.729372538062854,0,2,0,0.0,-7.754131637500011,-9.131303269500012,-9.475596177500012,100.0,-10.729372538062854,0
followup/ema-validation,ema-12-26-0.3,all,45,6,13.333333333333334,-3.386393857500003,-10.708243248499992,-11.592772450000021,64.44444444444444,-12.312828310374456,0,13,2,15.384615384615385,-7.521137207500006,-11.122499117500004,-11.35508123750001,61.53846153846154,-12.312828310374456,0
followup/ema-validation,ema-12-26-0.3,export_growth,17,0,0.0,-9.754581770000016,-11.268616871000006,-11.592772450000021,88.23529411764706,-12.312828310374456,0,5,0,0.0,-10.592236624999995,-11.297438326500007,-11.35508123750001,80.0,-12.312828310374456,0
